Filename,WitAPI,SphixAPI
sample-000923.wav,False,False
sample-000924.wav,False,False
sample-000925.wav,False,False
sample-000926.wav,False,False
sample-000927.wav,False,False
sample-000928.wav,False,False
sample-000929.wav,False,False
sample-000930.wav,False,False
sample-000931.wav,False,False
sample-000932.wav,False,False
sample-000933.wav,False,False
sample-000934.wav,False,False
sample-000935.wav,False,False
sample-000936.wav,False,False
sample-000937.wav,False,False
sample-000938.wav,False,False
sample-000939.wav,False,False
sample-000940.wav,False,False
sample-000941.wav,True,False
sample-000942.wav,False,False
sample-000943.wav,False,False
sample-000944.wav,True,True
sample-000945.wav,True,False
sample-000946.wav,False,False
sample-000947.wav,False,False
sample-000948.wav,False,False
sample-000949.wav,False,False
sample-000950.wav,False,False
sample-000951.wav,False,False
sample-000952.wav,True,False
sample-000953.wav,False,False
sample-000954.wav,False,False
sample-000955.wav,False,False
sample-000956.wav,False,False
sample-000957.wav,False,False
sample-000958.wav,False,False
sample-000959.wav,True,True
sample-000960.wav,False,False
sample-000961.wav,False,False
sample-000962.wav,False,False
sample-000963.wav,False,False
sample-000964.wav,False,False
sample-000965.wav,False,False
sample-000966.wav,False,False
sample-000967.wav,False,False
sample-000968.wav,False,False
sample-000969.wav,True,True
sample-000970.wav,False,False
sample-000971.wav,True,False
sample-000972.wav,False,False
sample-000973.wav,False,False
sample-000974.wav,False,False
sample-000975.wav,False,False
sample-000976.wav,False,False
sample-000977.wav,False,False
sample-000978.wav,False,False
sample-000979.wav,False,False
sample-000980.wav,False,False
sample-000981.wav,False,False
sample-000982.wav,True,True
sample-000983.wav,True,True
sample-000984.wav,False,False
sample-000985.wav,True,True
sample-000986.wav,False,False
sample-000987.wav,False,False
sample-000988.wav,True,False
sample-000989.wav,False,False
sample-000990.wav,False,False
sample-000991.wav,False,False
sample-000992.wav,False,False
sample-000993.wav,True,False
sample-000994.wav,False,False
sample-000995.wav,False,False
sample-000996.wav,False,False
sample-000997.wav,False,False
sample-000998.wav,False,False
sample-000999.wav,False,False
sample-001000.wav,False,False
sample-001001.wav,False,False
sample-001002.wav,False,False
sample-001003.wav,False,False
sample-001004.wav,False,False
sample-001005.wav,False,True
sample-001006.wav,False,False
sample-001007.wav,False,False
sample-001008.wav,False,False
sample-001009.wav,False,False
sample-001010.wav,False,False
sample-001011.wav,False,False
sample-001012.wav,True,True
sample-001013.wav,False,False
sample-001014.wav,True,True
sample-001015.wav,False,False
sample-001016.wav,False,False
sample-001017.wav,False,False
sample-001018.wav,False,False
sample-001019.wav,True,True
sample-001020.wav,False,False
sample-001021.wav,False,False
sample-001022.wav,False,False
sample-001023.wav,False,False
sample-001024.wav,False,False
sample-001025.wav,False,False
sample-001026.wav,False,False
sample-001027.wav,False,False
sample-001028.wav,False,False
sample-001029.wav,False,False
sample-001030.wav,True,False
sample-001031.wav,False,False
sample-001032.wav,False,False
sample-001033.wav,False,True
sample-001034.wav,False,False
sample-001035.wav,False,False
sample-001036.wav,False,False
sample-001037.wav,False,False
sample-001038.wav,False,False
sample-001039.wav,False,False
sample-001040.wav,False,False
sample-001041.wav,True,False
sample-001042.wav,False,False
sample-001043.wav,False,False
sample-001044.wav,False,False
sample-001045.wav,False,False
sample-001046.wav,True,True
sample-001047.wav,False,False
sample-001048.wav,True,True
sample-001049.wav,False,False
sample-001050.wav,False,False
sample-001051.wav,False,False
sample-001052.wav,False,False
