Filename,GoogleAPI,AzureAPI
italian30.wav,False,False
italian31.wav,False,False
italian32.wav,False,False
italian33.wav,False,False
italian4.wav,False,False
italian5.wav,False,False
italian6.wav,False,False
italian7.wav,False,False
italian8.wav,False,False
italian9.wav,False,False
japanese1.wav,False,False
japanese10.wav,False,False
japanese11.wav,False,False
japanese12.wav,False,False
japanese13.wav,False,False
japanese14.wav,False,False
japanese15.wav,False,False
japanese16.wav,False,False
japanese17.wav,False,False
japanese18.wav,False,False
japanese19.wav,False,False
japanese2.wav,False,False
japanese20.wav,False,False
japanese21.wav,False,False
japanese22.wav,False,False
japanese23.wav,False,False
japanese24.wav,False,False
japanese25.wav,False,False
japanese26.wav,False,False
japanese27.wav,False,False
japanese3.wav,False,False
japanese4.wav,False,False
japanese5.wav,False,False
japanese6.wav,False,False
japanese7.wav,False,False
japanese8.wav,False,False
japanese9.wav,False,False
jola1.wav,False,False
kabyle1.wav,False,False
kalanga1.wav,False,False
kambaata1.wav,False,False
kambaata2.wav,False,False
kambaata3.wav,False,False
kannada1.wav,False,False
kanuri1.wav,False,False
kazakh1.wav,False,False
kazakh2.wav,False,False
kazakh3.wav,False,False
khmer1.wav,False,False
khmer2.wav,False,False
khmer3.wav,False,False
khmer4.wav,False,False
khmer5.wav,False,False
khmer6.wav,False,False
khmer7.wav,False,False
kikongo1.wav,False,False
kikongo2.wav,False,False
kikuyu1.wav,False,False
kikuyu2.wav,False,False
kikuyu3.wav,False,False
kikuyu4.wav,False,False
kirghiz1.wav,False,False
kiswahili1.wav,False,False
kiswahili2.wav,False,False
kiswahili3.wav,False,False
kiswahili4.wav,False,False
kiswahili5.wav,False,False
